/Users/AC/.embeddings/glove/wikipedia_gigaword.zip
100%|███████████████████████████████████████████████████| 400000/400000 [00:11<00:00, 34855.13it/s]
missing pre-trained embedding for 55 unknown words
Initializing model...
Epoch: 1/250, loss: 313.11749690808557, train accuracy: 0.5177777777777778
Epoch: 81/250, loss: 313.35541914689134, train accuracy: 0.5044444444444445
Epoch: 82/250, loss: 312.74822982266966, train accuracy: 0.49777777777777776
Epoch: 83/250, loss: 313.11093463685035, train accuracy: 0.5177777777777778
Epoch: 84/250, loss: 312.92291041061526, train accuracy: 0.5133333333333333
Epoch: 85/250, loss: 313.15872286101, train accuracy: 0.5088888888888888
Epoch: 86/250, loss: 313.0636481556094, train accuracy: 0.5177777777777778
Epoch: 87/250, loss: 312.8345574179582, train accuracy: 0.52
Epoch: 88/250, loss: 313.056271926412, train accuracy: 0.49777777777777776
Epoch: 89/250, loss: 313.2718385640991, train accuracy: 0.5088888888888888
Epoch: 90/250, loss: 313.1288344229811, train accuracy: 0.4911111111111111
Epoch: 91/250, loss: 312.62938839840217, train accuracy: 0.5
Epoch: 92/250, loss: 313.08373137498734, train accuracy: 0.5088888888888888
Epoch: 93/250, loss: 312.8177397025921, train accuracy: 0.4955555555555556
Epoch: 94/250, loss: 312.53348639752033, train accuracy: 0.5088888888888888
Epoch: 95/250, loss: 313.7729381741717, train accuracy: 0.4955555555555556
Epoch: 96/250, loss: 313.15655058055233, train accuracy: 0.5133333333333333
Epoch: 97/250, loss: 313.39222054694187, train accuracy: 0.5022222222222222
Epoch: 98/250, loss: 313.02616541573127, train accuracy: 0.4955555555555556
Epoch: 99/250, loss: 312.99201476433063, train accuracy: 0.5288888888888889
Epoch: 100/250, loss: 313.4259350697134, train accuracy: 0.5
Epoch: 101/250, loss: 313.42090726992916, train accuracy: 0.5111111111111111
Epoch: 102/250, loss: 312.41441155497245, train accuracy: 0.5
Epoch: 103/250, loss: 312.62980936710585, train accuracy: 0.52
Epoch: 104/250, loss: 313.72008843152076, train accuracy: 0.4955555555555556
Epoch: 105/250, loss: 313.6692713732527, train accuracy: 0.5177777777777778
Epoch: 106/250, loss: 312.6455363308044, train accuracy: 0.54
Epoch: 107/250, loss: 313.0019384043587, train accuracy: 0.4822222222222222
Epoch: 108/250, loss: 313.36891200008233, train accuracy: 0.5422222222222223
Epoch: 109/250, loss: 312.9660366785746, train accuracy: 0.5111111111111111
Epoch: 110/250, loss: 313.36848927904606, train accuracy: 0.5066666666666667
Epoch: 111/250, loss: 312.8760872093618, train accuracy: 0.49777777777777776
Epoch: 112/250, loss: 312.69452015593134, train accuracy: 0.5111111111111111
Epoch: 113/250, loss: 313.24657967619555, train accuracy: 0.5044444444444445
Epoch: 114/250, loss: 312.9349691320922, train accuracy: 0.49333333333333335
Epoch: 115/250, loss: 313.2751655210183, train accuracy: 0.5111111111111111
Epoch: 116/250, loss: 313.20581001884506, train accuracy: 0.4888888888888889
Epoch: 117/250, loss: 312.9566136202014, train accuracy: 0.47333333333333333
Epoch: 118/250, loss: 312.95154948590323, train accuracy: 0.5066666666666667
Epoch: 119/250, loss: 312.907443544852, train accuracy: 0.5155555555555555
Epoch: 120/250, loss: 312.61112893366777, train accuracy: 0.5
Epoch: 121/250, loss: 312.84908718062957, train accuracy: 0.5377777777777778
Epoch: 122/250, loss: 312.82429621113647, train accuracy: 0.5066666666666667
Epoch: 123/250, loss: 313.07574852427484, train accuracy: 0.5088888888888888
Epoch: 124/250, loss: 312.7098378447833, train accuracy: 0.49777777777777776
Epoch: 125/250, loss: 313.31139771326696, train accuracy: 0.5155555555555555
Epoch: 126/250, loss: 313.1385447967998, train accuracy: 0.5088888888888888
Epoch: 127/250, loss: 312.9175787484184, train accuracy: 0.5222222222222223
Epoch: 128/250, loss: 312.9075329592091, train accuracy: 0.52
Epoch: 129/250, loss: 313.13648733185937, train accuracy: 0.47333333333333333
Epoch: 130/250, loss: 312.9363601445213, train accuracy: 0.5066666666666667
Epoch: 131/250, loss: 312.7706544715134, train accuracy: 0.5044444444444445
Epoch: 132/250, loss: 312.68184313270916, train accuracy: 0.49777777777777776
Epoch: 133/250, loss: 313.27525544540276, train accuracy: 0.5044444444444445
Epoch: 134/250, loss: 312.4808866518113, train accuracy: 0.5177777777777778
Epoch: 135/250, loss: 313.08105908361347, train accuracy: 0.5111111111111111
Epoch: 136/250, loss: 312.8510769983551, train accuracy: 0.4911111111111111
Epoch: 137/250, loss: 312.5694541699248, train accuracy: 0.5022222222222222
Epoch: 138/250, loss: 312.993832964626, train accuracy: 0.5288888888888889
Epoch: 139/250, loss: 313.10593292694506, train accuracy: 0.5088888888888888
Epoch: 140/250, loss: 313.07224923511814, train accuracy: 0.49333333333333335
Epoch: 141/250, loss: 312.6052273923041, train accuracy: 0.5333333333333333
Epoch: 142/250, loss: 313.330814198545, train accuracy: 0.5155555555555555
Epoch: 143/250, loss: 312.8334302949311, train accuracy: 0.5066666666666667
Epoch: 144/250, loss: 312.94667177990624, train accuracy: 0.49333333333333335
Epoch: 145/250, loss: 312.9476732602742, train accuracy: 0.49777777777777776
Epoch: 146/250, loss: 313.26542514745324, train accuracy: 0.5
Epoch: 147/250, loss: 312.89341505905287, train accuracy: 0.5288888888888889
Epoch: 148/250, loss: 312.72867281201246, train accuracy: 0.5066666666666667
Epoch: 149/250, loss: 312.79110299687954, train accuracy: 0.5022222222222222
Epoch: 150/250, loss: 313.69251627328686, train accuracy: 0.4888888888888889
Epoch: 151/250, loss: 312.6809018065234, train accuracy: 0.48
Epoch: 152/250, loss: 312.88486826496256, train accuracy: 0.5111111111111111
Epoch: 153/250, loss: 313.0651286881032, train accuracy: 0.52
Epoch: 154/250, loss: 312.3300271461389, train accuracy: 0.5088888888888888
Epoch: 155/250, loss: 313.20720777255576, train accuracy: 0.5066666666666667
Epoch: 156/250, loss: 313.22584864468786, train accuracy: 0.5088888888888888
Epoch: 157/250, loss: 312.60382948095, train accuracy: 0.5333333333333333
Epoch: 158/250, loss: 313.3546661910516, train accuracy: 0.4955555555555556
Epoch: 159/250, loss: 313.35934012140876, train accuracy: 0.4888888888888889
Epoch: 160/250, loss: 313.32984105010325, train accuracy: 0.5022222222222222
Epoch: 161/250, loss: 313.5468223657664, train accuracy: 0.5044444444444445
Epoch: 162/250, loss: 312.5388194032112, train accuracy: 0.5177777777777778
Epoch: 163/250, loss: 312.9717301923765, train accuracy: 0.5
Epoch: 164/250, loss: 312.75861795812966, train accuracy: 0.5022222222222222
Epoch: 165/250, loss: 313.03657003807643, train accuracy: 0.52
Epoch: 166/250, loss: 312.89900343326144, train accuracy: 0.5266666666666666
Epoch: 167/250, loss: 312.7655891079202, train accuracy: 0.5177777777777778
Epoch: 168/250, loss: 312.8509828427656, train accuracy: 0.4888888888888889
Epoch: 169/250, loss: 312.91767847011914, train accuracy: 0.5
Epoch: 170/250, loss: 312.59944242222696, train accuracy: 0.5
Epoch: 171/250, loss: 313.15720035619637, train accuracy: 0.4955555555555556
Epoch: 172/250, loss: 312.4185781402303, train accuracy: 0.48
Epoch: 173/250, loss: 312.71514626036685, train accuracy: 0.5066666666666667
Epoch: 174/250, loss: 313.0694335300372, train accuracy: 0.5022222222222222
Epoch: 175/250, loss: 312.7777112412875, train accuracy: 0.5133333333333333
Epoch: 176/250, loss: 313.2562801435801, train accuracy: 0.52
Epoch: 177/250, loss: 313.1504544321411, train accuracy: 0.5044444444444445
Epoch: 178/250, loss: 313.1195079195188, train accuracy: 0.5022222222222222
Epoch: 179/250, loss: 313.4570270551603, train accuracy: 0.5066666666666667
Epoch: 180/250, loss: 313.3562706506987, train accuracy: 0.52
Epoch: 181/250, loss: 313.2927215705015, train accuracy: 0.5022222222222222
Epoch: 182/250, loss: 313.1659945324991, train accuracy: 0.5044444444444445
Epoch: 183/250, loss: 313.5095209844739, train accuracy: 0.5044444444444445
Epoch: 184/250, loss: 312.7352747181443, train accuracy: 0.49777777777777776
Epoch: 185/250, loss: 312.97730938461, train accuracy: 0.5044444444444445
Epoch: 186/250, loss: 313.02017273762505, train accuracy: 0.5288888888888889
Epoch: 187/250, loss: 313.277750334323, train accuracy: 0.5177777777777778
Epoch: 188/250, loss: 313.46024839466213, train accuracy: 0.5244444444444445
Epoch: 189/250, loss: 312.9269151751543, train accuracy: 0.5155555555555555
Epoch: 190/250, loss: 313.1559676138882, train accuracy: 0.49333333333333335
Epoch: 191/250, loss: 313.36112066473066, train accuracy: 0.5222222222222223
Epoch: 192/250, loss: 313.3690366624035, train accuracy: 0.4777777777777778
Epoch: 193/250, loss: 313.24684302486867, train accuracy: 0.4955555555555556
Epoch: 194/250, loss: 313.5723210921481, train accuracy: 0.52
Epoch: 195/250, loss: 313.0185917898557, train accuracy: 0.5133333333333333
Epoch: 196/250, loss: 312.9384562777734, train accuracy: 0.5
Epoch: 197/250, loss: 312.3426217037786, train accuracy: 0.5111111111111111
Epoch: 198/250, loss: 313.0940268897172, train accuracy: 0.5044444444444445
Epoch: 199/250, loss: 312.67169088019233, train accuracy: 0.5133333333333333
Epoch: 200/250, loss: 312.2363575898403, train accuracy: 0.4888888888888889
Epoch: 201/250, loss: 312.95501413762383, train accuracy: 0.5155555555555555
Epoch: 202/250, loss: 312.64879309499634, train accuracy: 0.4888888888888889
Epoch: 203/250, loss: 313.23829498465176, train accuracy: 0.4888888888888889
Epoch: 204/250, loss: 312.75448313127924, train accuracy: 0.5222222222222223
Epoch: 205/250, loss: 313.1399312552446, train accuracy: 0.49777777777777776
Epoch: 206/250, loss: 313.00619889243944, train accuracy: 0.5222222222222223
Epoch: 207/250, loss: 313.0296532886381, train accuracy: 0.5088888888888888
Epoch: 208/250, loss: 312.8284723180358, train accuracy: 0.49777777777777776
Epoch: 209/250, loss: 312.7192795089421, train accuracy: 0.52
Epoch: 210/250, loss: 313.2961449226477, train accuracy: 0.4911111111111111
Epoch: 211/250, loss: 312.78487008026076, train accuracy: 0.5133333333333333
Epoch: 212/250, loss: 312.8325304991613, train accuracy: 0.5111111111111111
Epoch: 213/250, loss: 312.9162010984965, train accuracy: 0.5066666666666667
Epoch: 214/250, loss: 313.0595113169256, train accuracy: 0.5133333333333333
Epoch: 215/250, loss: 313.14070758505113, train accuracy: 0.4911111111111111
Epoch: 216/250, loss: 313.6518104294771, train accuracy: 0.4866666666666667
Epoch: 217/250, loss: 313.0217670232404, train accuracy: 0.52
Epoch: 218/250, loss: 313.64265089221624, train accuracy: 0.5177777777777778
Epoch: 219/250, loss: 313.15648741547614, train accuracy: 0.5222222222222223
Epoch: 220/250, loss: 312.9119280113536, train accuracy: 0.54
Epoch: 221/250, loss: 312.9287580254441, train accuracy: 0.4955555555555556
Epoch: 222/250, loss: 313.5186433000346, train accuracy: 0.5244444444444445
Epoch: 223/250, loss: 313.25031902357614, train accuracy: 0.5
Epoch: 224/250, loss: 313.15385168031537, train accuracy: 0.4955555555555556
Epoch: 225/250, loss: 312.9033205191074, train accuracy: 0.5222222222222223
Epoch: 226/250, loss: 312.83205125038387, train accuracy: 0.48
Epoch: 227/250, loss: 312.6418371501839, train accuracy: 0.5311111111111111
Epoch: 228/250, loss: 313.3262443628031, train accuracy: 0.4955555555555556
Epoch: 229/250, loss: 313.3671671087431, train accuracy: 0.49777777777777776
Epoch: 230/250, loss: 313.00217669427894, train accuracy: 0.5244444444444445
Epoch: 231/250, loss: 312.960852152141, train accuracy: 0.5177777777777778
